A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,x1,R,S,T,U,V,W
1.0791871678763387,1.0506474516550357,0.9902630496922002,1.012017303561915,0.9424429037383004,1.0500329713820002,0.9823435979413956,1.0520931554172563,1.041915076841259,1.031905371832145,1.0959030719455076,1.0060820954640688,1.0192182485346517,1.0346005184094162,1.0210202038613374,1.1000014184940634,0.9982546406185142,0.9933621910303636,1.0397627588442486,0.9891297025630876,1.0184599262017435,0.9672157359376272,1.1026834266387826
1.0717623601613495,1.0506474516550357,0.9883221341148036,0.9919490004322824,0.9352709132408521,1.0454758282862024,0.9697204827078488,1.041098781943146,1.0529489575050082,1.0255281966342222,1.0553217811913655,1.0040498096312314,1.0192182485346517,1.0311035686571923,0.9973733759399088,1.1333314614744334,0.9912968057734032,0.992001284828652,1.0365914824297735,0.995341437095184,1.0117890136851222,0.9672157359376272,1.0937627177172748
1.06930802435658,0.9932400748966044,0.9902592454976684,0.999993706825788,0.9496179690499664,1.0318532782436332,0.9697204827078488,1.0466374274630836,1.0683851892220315,1.0239386279294391,1.047934528723026,1.008116211360238,1.0164663592636078,1.0311035686571923,0.9790117320888552,1.1333314614744334,0.9808584504086092,0.9946400082462964,1.0334195124935386,0.9891305065277098,0.9851890805153404,0.963946546750158,1.0982033943512068
1.0841286335741622,1.0270201698438381,1.0077769315505225,1.014023618532554,0.9640521621795262,1.0727662607259931,0.9924313364128664,1.084965290056782,1.1191655372657547,1.0542369719298712,1.073787073546623,1.0416159130637388,1.0219654422672242,1.0484157975749466,0.9868829864148496,1.1999940180383597,1.0034672376905276,1.0185710468447022,1.0684007629914447,1.0031365945001425,1.0051687150681914,1.0065722630474498,1.1428673263994704
1.0593888181559998,1.0270201698438381,0.978571556074188,1.0120158517678597,0.9640521621795262,1.0772826066836496,1.0151679383300851,1.084965290056782,1.105892233993783,1.0574207675850995,1.0368917496995609,1.052782035651782,1.0219654422672242,1.0380469653369304,0.9868829864148496,1.1999940180383597,0.9912851454249646,1.0026405956720508,1.0620330944440155,0.9891328076409204,1.0162255709339414,1.009843622902354,1.0937697460573492
1.0593888181559998,1.0337779625614103,0.999992487436652,1.0160436748578956,0.9928291192205848,1.086396417536193,1.0101124019972014,1.117850587998403,1.1346011963882614,1.0749633781193364,0.9999991412452508,1.0761327412025388,1.0357006578112955,1.051915272793832,0.99475831264644,1.1999940180383597,1.0051928760152768,1.0012870308678938,1.0731738216047335,0.9876392171013824,1.0184714294457051,1.0295153766764915,1.147353525916699
1.024736209914117,1.040538870436562,1.0077724289889092,1.0059848424768023,0.9999973454613575,1.0636581405171606,1.0050517388631954,1.1012281497548668,1.119170620117381,1.0781560193523507,1.0221191222495956,1.0812120877410147,1.0329560510680955,1.0346112665563734,1.0026268508994736,1.1999940180383597,1.0069318596907832,0.9839948038448052,1.0604352483422852,1.003135276417703,0.989628318563803,1.009841337828204,1.1696580784605195
1.0519634510115352,1.0641695081841762,0.9960923465369276,1.0020212621974436,0.9928273644943996,1.0818360581385988,1.020217969602641,1.0956889721616,1.125807301894677,1.0685927754606954,1.0553175513402624,1.0822284271034912,1.038451377259778,1.0207371294718524,1.0026268508994736,1.1999940180383597,1.022579580790378,0.9893575755257594,1.0604352483422852,1.0170587940543807,0.9763277139623054,0.9934516129152524,1.1740910825778847
1.0717614031595724,1.0450995905975158,1.005814207839128,0.9919609687249812,1.0287776433627418,1.0818360581385988,1.0227379079875596,1.0791550255716813,1.1214053953442689,1.0701849786961322,1.070091997059026,1.0933970244711997,1.0412032734095162,1.0346089470613749,0.9947562301199128,1.1333223503961485,1.0243179660777215,0.9933545801308836,1.0588551998222553,1.020130311612425,0.9763277139623054,1.003276849366984,1.1696530182857403
1.0816751961387985,1.0587276892589073,1.0116579883866736,0.9819620021602334,1.0503819738733593,1.090945117748126,1.045473371682123,1.0736081687402428,1.1456389659376585,1.0813470080239325,1.092210798638236,1.1126845479828715,1.063183074511191,1.0519179547457116,0.992130073672396,1.0999913400709975,1.0399695445993893,1.001281549680328,1.0588551998222553,1.0371970917257007,1.014043253552669,1.0098382799618442,1.1785657742850777
1.0915617074315072,1.0519306574938652,1.0058207217936823,0.9679395847693854,1.021601507789229,1.100010871676613,1.045473371682123,1.081832007312793,1.1279617566932405,1.0701875069011255,1.1180634282420032,1.1096357923213984,1.060440062178952,1.0726617768132969,0.9895108502779012,1.0999913400709975,1.0225708541182414,1.0146386455530636,1.0715720507721207,1.0356205521462778,1.0051703750840837,1.0327818056825773,1.1964446170809822
1.1064178622696497,1.0417164108095998,1.0074099185341163,0.9618996417604244,0.9999946358994872,1.0772736469590576,1.0429328713889354,1.0791490639346573,1.1279617566932405,1.0606093287143603,1.106983419668125,1.1076051588214502,1.0467073633737345,1.0796018985092788,0.9816442390181918,1.0999913400709975,1.0190941132142397,1.0212845286814365,1.073168693127771,1.024839742198435,0.9984960437935252,1.0491927085748731,1.2053581294782354
1.0891024227251296,1.0315075899836657,1.0034608716534628,0.9579366152363714,0.9999946358994872,1.0590892677983887,1.0606210128876918,1.0514365159728152,1.1103655532888257,1.0462592844968552,1.0885521457306506,1.1015133304479323,1.0384697764239832,1.0588627460389155,0.9842652291363704,1.1333210776751492,0.9982230657756118,1.0159227849058587,1.0652057814247629,1.0309785322542036,0.9873827828261031,1.0524661898256271,1.2276693084548775
1.1014746262472872,1.034890934878812,1.0014740191275888,0.9759266648705104,1.0144245584955167,1.072751519352988,1.0707075187202535,1.0625186568511686,1.130196682070564,1.0542317802447212,1.1217529861754354,1.1177496369387347,1.0412217213315067,1.0519271950523608,1.002631618312055,1.1333210776751492,1.0104013871780744,1.034564968008881,1.0938385128294608,1.0449792207222155,0.9962494802158816,1.0491930199752693,1.2410631806101202
1.1088985652281942,1.041721215049012,1.0093956786188882,0.9819676509260588,1.0432037832200345,1.095450941502497,1.0808149976969728,1.0348081702804899,1.1191546604867346,1.0334950411273076,1.114371851526401,1.108617622404945,1.0494681973644522,1.058859395267756,1.0052585131520326,1.166652050569575,1.0121392775640206,1.0292059214745954,1.081117170925254,1.066693888928823,0.9851911109854854,1.0491930199752693,1.2142686265407476
1.1133896044173683,1.0280955015561708,1.0093956786188882,0.9799546172416604,1.0648085335705213,1.1000080174191476,1.0959572158147075,1.0099624261120557,1.1169163511657612,1.0207313773693854,1.1106832806978486,1.1084069850566884,1.0714440614172638,1.0380528081507443,1.0026347884327058,1.1999832996543478,1.0086575184492004,1.0265608622564055,1.0652031261692343,1.0713340073456636,0.9896244709849201,1.052466502197592,1.218749277772683
1.118422125429335,1.0212997902908847,1.015310737295595,0.985991137683869,1.0791515045177162,1.1000080174191476,1.0883841514534278,1.0127297231596026,1.136830969707047,1.0385635545320286,1.1328414121477706,1.1227386873734717,1.0714440614172638,1.0588657669541668,1.015789356856943,1.1999832996543478,1.0208320146968823,1.0225572748936058,1.0811172608742026,1.0775477445882686,0.9918214373105066,1.072147625788687,1.2321433323354047
1.1234326565512585,1.0417257860967024,1.015310737295595,0.9919662439782332,1.064809581022676,1.0954539842270323,1.0732447279067103,1.0099548437181454,1.1324314338542802,1.0337030770968187,1.136500489909008,1.1237603795789812,1.0879335855224754,1.0622964920390985,1.0210409878318931,1.1999832996543478,1.0190863919517508,1.0199088515516317,1.087463419195534,1.082191975367444,0.9962548791352844,1.088540762986996,1.2500217320875917
1.115905657752365,1.0587371681836617,1.0133511875726144,0.9839809157142084,1.0503814111998186,1.081826536663248,1.0706796730070136,1.0016429153543451,1.114754179171815,1.0207404405100249,1.1106905637831743,1.0930480084050878,1.07145139170181,1.058865274369812,1.023665063170621,1.1999832996543478,0.970394444144296,1.0319131787343945,1.0826894547852657,1.0775493717931175,0.9940631184011868,1.085275140698035,1.2410590762685234
1.1309592250754443,1.0621568892368949,1.0173032572041476,0.9759319518236662,1.0432073061613238,1.0863810263826004,1.0706796730070136,1.015405489011314,1.1169168022794085,1.0337038441045021,1.077492022831695,1.0787181490148972,1.0851873985434273,1.0726728775475942,1.0262856457323375,1.16664776358995,0.9651834259792412,1.0319131787343945,1.0731617875831554,1.1007597852615414,0.9918264763847844,1.121338833623431,1.1607377328524249
1.151011132136032,1.065534548144668,1.033091803755956,0.9779423716444228,1.0648121294719248,1.0909329628831437,1.0860546331113945,1.0264937169513175,1.1434659146695898,1.04179774520384,1.077492022831695,1.0950930905169434,1.090678446780057,1.0865425378542848,1.0708880198958652,1.199978890195715,0.9756170588140768,1.0424902888164218,1.0779158943021487,1.1162584830380242,1.0096099251063635,1.1377215939826693,1.1517768375548039
1.1460042337112402,1.055326727173442,1.0232051151940116,0.9859908373630564,1.0503839251175804,1.0772744821878466,1.1014331667162516,1.0154075848082431,1.121397022516467,1.0223577992783364,1.09961293406043,1.080769272892982,1.0884207423952224,1.0969190190907931,1.0498986147059064,1.199978890195715,0.9686609091847324,1.0452007635673444,1.0683978969554608,1.1085451369202313,1.0096099251063635,1.1082204730506986,1.1562572494528922
1.1434830243970755,1.0383148603314063,1.0291397048621371,0.9880022586712772,1.043209802909027,1.0590900889285155,1.1014331667162516,1.0099548460778232,1.1147583521431692,1.012645400185192,1.077488721827134,1.075657234232198,1.0578252353264928,1.0738837196898865,1.0446491216323768,1.1666434766260776,0.9669173195482,1.0464863605065322,1.058750263945953,1.0976924800297825,1.0006950694676744,1.0918298922542788,1.1473425060596103
1.140967361743402,1.0383148603314063,1.0271740480258502,0.9939796723362384,1.0360429515630425,1.068198263693301,1.0988668274378026,1.0044101939728558,1.121391164338421,1.0191162042923754,1.0664121377667513,1.0797554882946228,1.0689747133068341,1.0773845806160756,1.047271190927674,1.1666434766260776,0.9564842816702748,1.0438387500144506,1.0619688647483485,1.0992621802762248,1.0073697055810238,1.1049318509613302,1.1473425060596103
1.1359585150253484,1.0315138979962355,1.035073016455169,0.9899540546632768,1.0432123687878585,1.0636477390899677,1.0962954790615982,0.9933315495333352,1.121391164338421,1.0191162042923754,1.1106895697268269,1.0951096113381722,1.0856720983286867,1.0773845806160756,1.063011676927317,1.1666434766260776,0.9599658844555548,1.0438387500144506,1.065186630408536,1.0898964665002715,0.9985048521719108,1.085275113332728,1.133953019013895
1.130948937974087,1.0280995869938678,1.035073016455169,0.9959927743967226,1.0432123687878585,1.0727525637365776,1.093730147640594,0.9683989276400484,1.1081138929526542,1.0045326514089514,1.1143881659940174,1.0951096113381722,1.1107185536371291,1.0460003677827292,1.044642835150013,1.1999744807532846,0.9530061317932521,1.0398408476018952,1.0587635550271726,1.0759675896583978,1.0051748645844192,1.0885417914238595,1.1249947901636852
1.1359590417693115,1.0280995869938678,1.0291420480708808,0.9959927743967226,1.050379237761431,1.0545372252043306,1.083492833458678,0.9794774113722506,1.1014762907338675,1.002915353840183,1.0922341292540565,1.0879475944800203,1.1051205321267978,1.0424962665506572,1.044642835150013,1.1999744807532846,0.9616975477152064,1.0464854306180713,1.0603622879952634,1.0743966769774966,1.0140405068900538,1.0688609558349162,1.107163622739591
1.1384808708420395,1.0110845388291196,1.0370355675795846,1.0039806364473842,1.0432051475675204,1.0545372252043306,1.083492833458678,0.9683897270755168,1.1014762907338675,1.0093941870259904,1.1328543165210148,1.0961398398664552,1.0912181158326428,1.0599372290900495,1.0393987281175598,1.1666391896779584,0.978238745535908,1.0584886185072606,1.0764373802812717,1.0898894770595122,1.0206723318051147,1.06229814956609,1.1064218231123553
1.1610569465108374,1.0042496073466347,1.046918516538618,1.014040522424587,1.0360383282037315,1.0682040276429787,1.086060711473975,0.9794681055532606,1.1368226649035174,1.0093941870259904,1.1143887911617223,1.1012588129186316,1.1079137530048824,1.0808815887368688,1.0393987281175598,1.1999700713270578,0.9817604050198374,1.0691370140094436,1.0780520363516937,1.1101069268589665,1.022917810935086,1.0918194151425316,1.1424358534546626
1.153533297497447,1.0042496073466347,1.0646951929494441,1.0120327221901864,1.0432077134349014,1.0772730798376675,1.0758191589647754,0.9822400002919764,1.1279440798906208,1.0142594670074556,1.0811911490730146,1.0900039478506032,1.0912174927470988,1.0982513558678704,1.0446476916945535,1.1999700713270578,0.9835177561448228,1.0664214059938597,1.0587656854213618,1.1178110689313674,1.011808923508331,1.0983812498275385,1.1424358534546626
1.1761079441294722,1.0076640560116132,1.0765452504469712,1.0180138355783304,1.0503745504261992,1.0863868100930942,1.0758191589647754,0.9877798338936232,1.1333130937109004,1.0304571906955646,1.09223011070505,1.0971652737879816,1.085663195709016,1.0982513558678704,1.0394035602822471,1.1999700713270578,0.9852782529283219,1.0709963538255731,1.0539377138958403,1.1240260984746258,1.0096132981443178,1.1016544259520242,1.1513925505457472
1.1685808532870436,1.0110800371614923,1.0943190125318507,1.0441157103225591,1.0503745504261992,1.081834849358804,1.0886214069564564,1.0071798298312942,1.1421869352346568,1.0320750084849568,1.1143914596512554,1.1125146159682753,1.091210934639089,1.1156915873990518,1.0420228572541583,1.1999700713270578,0.9835146048555804,1.072356519194932,1.0796537941148991,1.1751580456942363,1.011804159001291,1.0983825123069466,1.160396440291015
1.158542743757308,0.9770268615098934,1.0884096898641789,1.0581381843121909,1.0360369378128813,1.086389374074605,1.0860522604360392,0.9988705962351858,1.1333121427478834,1.0272139351949927,1.0922373574333883,1.1053500218414396,1.0884065225370667,1.1052487141409968,1.0490356710834787,1.1999700713270578,0.978233131427506,1.0669947365989574,1.0732298540399152,1.1580829992902992,1.0140402461926838,1.1016556921936214,1.1513917639143567
1.166061686164293,0.9872367922126718,1.0884096898641789,1.0541172592118044,1.028774318878813,1.086389374074605,1.1039721227332338,1.0016374677867574,1.1400213506329508,1.0288369332126006,1.0996208819696385,1.1053500218414396,1.102359894155992,1.0948151662795058,1.0543437915791611,1.1999700713270578,0.985276409973784,1.064284569967996,1.0844665706117131,1.1565890722212149,1.0184716020685458,1.0787082041252285,1.160395647508167
1.1409680386780374,0.9804446030822486,1.0804860673219676,1.0500905312816151,1.0360374655700977,1.0682140798463364,1.1014329868509474,0.9877848216072664,1.1288377411832415,1.0207296981788854,1.0848859621512452,1.0879518124976553,1.0967599058936797,1.087808349215317,1.0543437915791611,1.1999700713270578,0.9817589731901776,1.0723624898540531,1.0668006101764482,1.15808107212438,1.0029297254209797,1.0492055347424032,1.1334280526600773
1.143489578043516,0.9668164230994052,1.0785195826794416,1.054112378016424,1.0287748429364512,1.077283217384232,1.0886233212138707,0.9767018759088332,1.1177299778099985,1.0174939850356584,1.0627217419444954,1.0654420894970789,1.0912103007698577,1.0913110920997904,1.033098764178841,1.1999700713270578,0.9782344584764251,1.0697137545041135,1.0635895403398172,1.1503682521840315,0.9873843146769544,1.032795960179032,1.1334280526600773
1.143489578043516,0.942974730105774,1.0785195826794416,1.060152441942458,1.0287748429364512,1.0863970334033024,1.0732519599183308,0.979475709236414,1.1132590578987585,1.0223474313442784,1.0442941469391778,1.0613507918734102,1.0884058902968792,1.0843048748885098,1.046374083298539,1.1999700713270578,0.9782344584764251,1.065638145099453,1.0587821156174813,1.1472967689507,1.00292574378997,1.0262377058318952,1.146915846486732
1.143489578043516,0.9327623137787284,1.0785195826794416,1.0660680925684969,1.0287748429364512,1.0772930262633826,1.0681218155499212,0.973931876722136,1.115496708605135,1.0158759721038693,1.0590291373524896,1.0766979243238997,1.0884058902968792,1.0878071796343998,1.0330955961814807,1.1999700713270578,0.98175610252694,1.065638145099453,1.0620008132489582,1.1255899140821528,1.0096052292436113,1.0229640075502917,1.1424314055269689
1.153529416538738,0.9259624765112816,1.0785195826794416,1.0538722735895132,1.0287748429364512,1.0818499757644766,1.0655583231926016,0.9822395156305758,1.115496708605135,1.0239725036015372,1.0406020303625565,1.0797665134082228,1.0856631074533312,1.09825012855889,1.04106076322804,1.166634902745592,0.9782315981188684,1.0723516654135794,1.0652186757131026,1.1333002049936156,1.0073639056346906,1.0275878048644191,1.1559120961121871
1.1610504283345706,0.9225456749729548,1.0765351066473114,1.0477808918481657,1.0287748429364512,1.0727840729675702,1.0630222943834031,0.9656102006309502,1.104386361387428,1.004527265758144,0.9926302767628424,1.064412233587558,1.0856631074533312,1.09825012855889,1.0330966483893451,1.1999656619170336,0.9694275137357986,1.0790645868390685,1.0523614862972457,1.1162327039064115,1.005167852320407,1.0011582465233062,1.1424341610715192
1.1811017692319086,0.9123330943510044,1.0765351066473114,1.0457691525358173,1.0216042822811842,1.068224740657458,1.0578878967015313,0.9628388993551392,1.1021444570738117,1.004527265758144,0.9942284115084306,1.0552050677670255,1.080061085818872,1.0948126056565008,1.0330966483893451,1.1666306158289783,0.9606348061862148,1.092423406424136,1.055571188830452,1.1317260138366323,0.991819223241592,1.0044620687368333,1.1469125029829192
1.1785860224634446,0.9157452201238772,1.0548106281951688,1.0295492729799869,1.0216042822811842,1.0545621462244492,1.0348365194324052,0.9545295996537044,1.0910348409465074,1.0012826426897454,0.9942284115084306,1.053157969935557,1.080061085818872,1.0948126056565008,1.022476414843903,1.1999612525232122,0.9659182976202392,1.0830613378310812,1.0491427602904744,1.1100987297122145,0.9851938708303384,1.0044620687368333,1.13342481194784
1.176099205956047,0.8987398313861767,1.0627111598003507,1.0295492729799869,1.0216042822811842,1.040937203295229,1.0450814009747855,0.946311099800686,1.0843249766746863,0.9786035908328228,0.9905398241017342,1.0511148434738824,1.071712213625492,1.0948126056565008,1.022476414843903,1.1666263289281174,0.9641603263185704,1.0750575145445094,1.0523531371369632,1.1286595804730029,0.9851938708303384,1.0077667489429776,1.1289024469481679
1.176099205956047,0.9429758058870044,1.0706283579408633,1.0599724539965452,1.0216042822811842,1.0682305767656302,1.0630254486295228,0.96561584623662,1.1199667386579832,0.99319457037214,0.9979292511895332,1.0685107941333751,1.0633635754813495,1.1156906820463703,1.030441506115537,1.1666263289281174,0.96766986990637,1.0884204794502976,1.0812612778141155,1.1441560765128973,0.9962575979997629,1.030894995831219,1.1559170825036378
1.2011618800349702,0.9463893783043152,1.0745789765816651,1.0761900325426923,1.0216042822811842,1.0500492923490792,1.0681279707829443,0.9435418679916509,1.111018204416106,0.9575388852957802,0.9905445747307308,1.0593002310879456,1.0411180094822796,1.1191939507879958,1.0224761932732638,1.1666263289281174,0.9571222683243904,1.097846200802337,1.0684267064464619,1.1224399941806824,0.9962575979997629,1.0375030327544972,1.1513974467110486
1.2036843199830434,0.9498058439599936,1.092352512854326,1.0842937434877389,1.0216042822811842,1.045492078420284,1.0706914779128234,0.9490804587567618,1.1043854257357415,0.947819865610028,0.9868498434669852,1.0541838109717907,1.043918616927787,1.1226970278539623,1.025134631375774,1.1666263289281174,0.95183895340324,1.1112069890661016,1.084474475577288,1.1441479836681367,1.0029325239063611,1.0275845037613642,1.1694053027776097
1.2112073469829374,0.9361761300991678,1.1002502215222627,1.0822227424376774,1.0216042822811842,1.0500504238821964,1.0630146200161883,0.9435378288776224,1.1021435233214982,0.9559142472623376,0.9757675197248508,1.04599280276054,1.0272159190569423,1.1087531307680158,1.025134631375774,1.1666263289281174,0.9483171492756478,1.1044952988521424,1.0828802980981893,1.165863912398158,0.9984995621506952,1.0242756816592526,1.1604008819462217
1.2187289446077014,0.908952128235884,1.1022086669165725,1.0842897878757334,1.0216042822811842,1.040946486707138,1.0706895855727054,0.949076395933134,1.0865592139017322,0.9656358951569955,0.9720791185002908,1.0193827458583118,1.013266326876149,1.105249470874789,1.0198244339852476,1.1999568431455936,0.9395262493018626,1.1018555550878857,1.073242663445115,1.1534358030919936,1.0006962611874268,1.0176588607557338,1.1469170236980066
1.2262485021959308,0.9157510901550884,1.1002467354894607,1.0984397696075117,1.0216042822811842,1.0575704020998509,1.07325924057808,0.9407624867047598,1.0642630188324689,0.9688804317647232,0.9979364230523986,1.0265490065616958,1.0021710605968552,1.1226903075251928,1.0331025481157354,1.1666220420430091,0.948320214995328,1.1058552907528547,1.045928637660437,1.151936336547974,0.994071651938366,1.02096625205319,1.1469170236980066
1.2462976652068345,0.9327565878992684,1.0982662913655796,1.1187389365498586,1.0216042822811842,1.0668347188222456,1.0681290614081167,0.9463035777514508,1.0687329235115648,0.9640166519972644,1.0127457995704965,1.034740867634058,0.9965689243681188,1.1401369149041347,1.0410677687617078,1.1666220420430091,0.958884502190376,1.1219344266804012,1.045928637660437,1.1395069434766214,0.989638092370721,1.024274182709842,1.1649236209700653
1.2387700273089852,0.9293800090510731,1.0943235153795772,1.124836063754055,1.0216042822811842,1.0622046561425569,1.0553221939618334,0.9600628317719568,1.0531507974867664,0.9575288199293228,1.0053628826916274,1.0367896545519737,1.0077205306317982,1.1366366945753792,1.0304488775203384,1.1666220420430091,0.9553653960673372,1.1192866614334354,1.0523610987820489,1.147289775900567,0.9763373564092585,1.0176573714895365,1.1828867432054238
1.2462893613747508,0.932762952284019,1.0963042409424144,1.1349595883278416,1.0216042822811842,1.0714245925578745,1.0630260459777547,0.9379909872695196,1.0531507974867664,0.9461916787013596,1.0053628826916274,1.0398585519294476,1.024418459824367,1.1715200747318977,1.0331074356243408,1.1666220420430091,0.9641643113651174,1.1246480445417015,1.0571703890034827,1.158062826896273,0.9852024996054544,1.0176573714895365,1.1874053705644685
1.2412543523547968,0.932762952284019,1.0963042409424144,1.1349595883278416,1.01443262021957,1.0575710725761012,1.0732629868005206,0.9490780407390452,1.0664942180909238,0.9559090672416224,1.0164419816588892,1.0490716986995428,1.0299708078766152,1.1540761408191396,1.0331074356243408,1.1666220420430091,0.9729574898847672,1.1205768186204603,1.058787859698658,1.164281624276706,0.965222592913456,1.0110629517222842,1.1874053705644685
1.2312374297312936,0.9259631103618684,1.090373234998916,1.1248357487999572,1.0072605815946178,1.0437168915253543,1.0655676911851608,0.9463067328600872,1.0732024667227156,0.9542935809179842,1.0238315148655497,1.0459979186223531,1.0132646813728563,1.1331296588632722,1.03841760784345,1.1666220420430091,0.9747185429414588,1.1179322573285162,1.0491423022968032,1.164281624276706,0.9718536721267712,0.9945320724616248,1.1964059032733472
1.2362485660703,0.9327596795919244,1.0884105631759178,1.1146559852733176,1.0072605815946178,1.0344904342042702,1.060463621944384,0.9407613754055272,1.0754347278534988,0.94456932932843,0.9905569906324192,1.0357680589782263,1.0132646813728563,1.1401324001550472,1.04372392181953,1.1666220420430091,0.9729543023787348,1.1192849553598836,1.045931926851775,1.159636140595842,0.9541173426104578,0.9846265330199072,1.169391057977435
1.2287198123029317,0.9531871165749876,1.082478725606609,1.1126384579399728,1.0072605815946178,1.0483422611182651,1.0655750566021558,0.9407613754055272,1.0731978236195636,0.952673734174068,1.0016710400673148,1.0398593428111904,1.0132646813728563,1.1575764258774195,1.059651148866496,1.1666220420430091,0.967671160516818,1.1219264678545329,1.0475322026998584,1.1658517903094356,0.9519228727224538,0.9912235307911405,1.169391057977435
1.2287198123029317,0.9429784825564694,1.0666853610000089,1.1005106987484272,1.0051755521907169,1.0483422611182651,1.0655750566021558,0.92967920640325,1.0598472426937362,0.9332296632595752,0.9831701759572716,1.0142788029780352,1.0188680350608486,1.1331284117628884,1.0623108732501512,1.1666220420430091,0.9641585142041421,1.1072067925962814,1.0427240298894658,1.1534238102247372,0.9474869121355672,0.9945342173839828,1.1513824356845823
1.2136679946022209,0.9327660255903828,1.0587705556213889,1.1146522612273446,1.0051755521907169,1.0529340002219634,1.0732791642613897,0.9435314265786584,1.0576109650116523,0.9429445840541074,0.9794734560956722,1.0204151897360525,1.0188680350608486,1.1366297785552355,1.0649666504332764,1.1666220420430091,0.9641585142041421,1.1018479117201154,1.0330788326129885,1.1627896115637617,0.9408166042741328,0.9978360709856976,1.1424246803349565
1.2136679946022209,0.9429798135705976,1.0646996707328684,1.1167255144332275,1.0124329196775341,1.076045901526835,1.1014634751148935,0.9572881147781752,1.0531372706296531,0.9510444780311323,0.9831660710251529,1.030649954089105,1.013264260868014,1.1470640399223728,1.0676184173928551,1.1666220420430091,0.9606393356272968,1.1058476196396594,1.0362917077824148,1.1689291407128184,0.9297055601776552,1.0275715859010714,1.1513812898287823
