A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,x7,R,S,T,U,V,W,X,Y,Z,x1,x2,x3,x4,x5,x6,a,b,c,d
1.1009328727124883,1.0161182512166824,0.9505880915559648,0.9948069964682916,1.0175288417766586,0.9999869334096908,1.016936949550462,1.014171946212073,1.1162744949657628,1.0224480038786463,1.0487654845580163,1.0408734787738476,0.9781205267221272,0.9923141290483958,0.9512181326224426,1.1609275659947538,1.0387072095046626,1.0435637943749243,1.0158438598982549,1.1514986231980928,0.9555614963009378,0.9757251781462676,0.9333269111116032,0.9959727122749921,0.9460455846840151,1.040007608146961,1.0055660522609364,1.0077901728555771,0.9872798254683922,0.9103019909555962,1.015335008417054,0.9578989031995658,1.003899614282436,1.0173447510792772,0.9697029312741672,1.0197834881921648
1.1085293095342046,1.0045954702478852,0.96579750102086,0.9948069964682916,1.0270834376009417,0.962947417396196,0.9886864410919504,1.033999007760519,1.085264389495614,1.027437550137574,1.0487654845580163,1.0471603545856416,0.9940247664866292,0.9897539585954508,0.9390235161622228,1.1436877916397317,1.0774198272029012,1.0499921473482738,1.022629696882375,1.1514986231980928,0.9460345481828174,0.966016712623712,0.8999978071158078,1.0094482230720727,0.9650894823037042,1.040007608146961,1.0148273156022596,1.0051900742096098,0.9974586804689712,0.9219265473800992,1.0133855652008932,0.9421127292748372,1.003899614282436,1.0154219694997375,0.9727381014490554,1.0247294381098968
1.1211887142490853,1.0115070870831906,0.96579750102086,1.0104354143828085,1.0334513549140674,0.9999823750692536,1.005632526692266,1.0368321650417829,1.1162703931035036,1.0299342233844084,1.0731597697288358,1.056595269380458,0.9980008655525756,1.0102715581571344,0.9451177787821156,1.1551818539457108,1.1096777768293562,1.062844051231817,1.015839435695076,1.121191179435519,0.9460345481828174,0.9854336485474487,0.8666618883402383,1.0188865639577966,1.0031815641702313,1.040007608146961,1.035194899826397,1.018177129968398,1.0025457197393632,0.9269141700014252,1.0504146737533335,0.9579025386174836,0.9842934548155,1.021199720506191,0.9636430002005067,1.0247294381098968
1.1186548277548822,0.9999860213613132,0.9581966746878259,0.99481408287645,1.0382259001737704,0.9876325927371484,0.9886876186175014,1.0361271191695545,1.1162703931035036,1.0299342233844084,1.0894181402402277,1.0597439232832118,1.0119129976183785,1.0051393786416962,0.9451177787821156,1.143687794498951,1.1161250047127351,1.0657031017296303,1.0226252431255192,1.121191179435519,0.9365079802826164,0.9878578153228754,0.8666618883402383,1.0242764738811334,0.9904812855678362,1.0500124813373346,1.0481555399722235,1.0025888381085817,0.9847304822995948,0.9269141700014252,1.0426205968740843,0.9684298875168896,0.9960557616005452,1.0231297879779475,0.969704314671768,1.0222495928696709
1.093350855551067,0.9907661502443618,0.94299009346053,0.9896012570821774,1.0254868683786382,0.9629417779187196,0.9632684599428456,1.038251179763852,1.108523476575365,1.0324266642049988,1.0812910809140357,1.0534596418181423,0.9979991939011258,1.0077024840572326,0.9329257594358265,1.137935044892621,1.0903201946037764,1.0378456226504178,1.0090550061492436,1.0605907961870291,0.8952360735915614,1.0096993516196642,0.8666618883402383,1.0175367346829955,0.9904812855678362,1.0500124813373346,1.04074508030462,0.9896053126550756,0.9923621435374166,0.9269141700014252,1.0367714953256204,0.9526444803503644,0.9999802213012514,1.017349104675872,0.9787904441002424,1.02719728089916
1.1085374989346712,0.9815520250470892,0.9353895933072384,0.9739754532328498,1.044591688736532,0.9629417779187196,0.983044361425472,1.0424976270890862,1.0542612523970012,1.034925136732375,1.0812910809140357,1.0440206434274515,0.9940271571093994,1.0205204596544406,0.9329257594358265,1.1149487569857903,1.0580576200454506,1.0499884164354278,0.9864319929113776,1.0605907961870291,0.9015832973533257,1.0096993516196642,0.8333300721146727,1.0215763555196868,0.9777833154868564,1.0500124813373346,1.0296299228469663,1.0025889343571102,1.0025437791301104,0.91694984267391,1.032873234503196,0.9500151815845974,0.972530764226532,1.0096375984624288,0.972673003824616,1.029672826346127
1.1161309808023738,0.9907687985622814,0.9277848759136504,0.9895980195027048,1.050963698037825,1.0123214322903915,0.9886968665036684,1.0552473730683858,1.116272899262993,1.0374193063119002,1.089422389842509,1.0471631455641683,1.0139077002515873,1.0256536775665026,0.9512204335783628,1.1379390003548373,1.0516034685631732,1.055700353420837,1.0135786013562986,1.0605907961870291,0.9301544720464524,0.9951394869693088,0.8666632749992597,1.024273317098259,0.9841291292043662,1.0400163625150032,1.0407396297144853,1.00778234503708,1.0025437791301104,0.9335649738231612,1.0523635524382713,0.9526467236375868,0.9842983864736732,1.0192695411517605,0.9787911170186728,1.0222488852681717
1.1262542887982512,1.0322423804700984,0.9277848759136504,1.0312699921039636,1.0589300028689517,1.0123214322903915,0.9943423256114045,1.0708333767686058,1.10076786869223,1.0349294999767515,1.1382067244596568,1.0786094548254603,1.0119204411590943,1.0359102143421677,0.9695124025160748,1.1724185520655888,1.0387002940039032,1.073911184517346,1.0271504188284597,1.0605907961870291,0.9301544720464524,0.9854269255764884,0.833331405442788,1.051232190804285,0.9841291292043662,1.0400163625150032,1.050002212418944,1.028562816991745,1.0127195984882809,0.9186185985922524,1.0679490566498822,0.9526467236375868,1.0039056103322286,1.025048799450091,0.9787911170186728,1.0247227275705206
1.1895272547429367,1.0483763288768462,0.9467951880211212,1.015646251723589,1.0700805357991616,1.0123214322903915,1.0028141222256135,1.0779115853890462,1.0852690571010437,1.0399178601666397,1.1056881583418443,1.0867853144930373,1.0298111945587871,1.0589902939177112,0.981708868539727,1.1954096798715947,1.0451506228296674,1.1067728667635768,1.0497785425552504,1.0605907961870291,0.926982645296774,0.9854269255764884,0.833331405442788,1.0485410363958259,0.9905161272529028,1.0400163625150032,1.1111123411817267,1.049339785894978,1.0254393566452935,0.9235975113966224,1.085484780160073,0.9684320798482616,0.9666506731327996,1.0308300746789896,0.9818547332149412,1.0296721383446858
1.1794043778050742,1.0737260685090884,0.931589657301502,1.0208565169949309,1.092370313359858,0.9876309125568288,1.0141158373830963,1.100569286913924,1.0697605622750697,1.0449094658954392,1.1056881583418443,1.0931430085828215,1.0556594555422123,1.066678563451554,0.9756124564660952,1.1954096798715947,1.0838630018992783,1.105699297082816,1.0635306414627244,1.0605907961870291,0.9476172789810804,1.0315449056934678,0.8666646616604996,1.052588404796314,0.996904956273684,1.0500213199223976,1.1055567794758179,1.0571363805041778,1.0305255358542544,0.9269224624376502,1.083530907555785,0.9684320798482616,1.0039053900753376,1.0462409842954403,0.9726743914593816,1.047001520433027
1.1667493688312258,1.087555660271485,0.9429923147068724,1.010443780521583,1.0732647565791942,0.9876309125568288,1.0141158373830963,1.0878246945714607,1.0852613928224353,1.037427914119628,1.0975613503780317,1.074078594513137,1.0496949796183987,1.058987811009068,0.9695148786131822,1.1781718722878465,1.0645052086853573,1.0749829706098557,1.045195373203907,1.1211929542811558,0.946025281952392,1.0218380681308925,0.9333285074354252,1.0296735552238985,0.996904956273684,1.0600175228880588,1.0981495490533302,1.0337630951312304,1.0279801377806943,0.933568496493328,1.077679840654984,0.976324801299025,0.9940972344143016,1.0289047711856651,0.969620193870199,1.0494724440212488
1.1616856765704984,1.089861278271261,0.9658032987996314,1.0052399950518969,1.095556465573344,1.0123216853707495,1.022593845783619,1.082157127912743,1.0852613928224353,1.0449077693804305,1.1219491635834316,1.0677200492336192,1.0576516675639058,1.058987811009068,0.9634166300267052,1.1609352177962748,1.0645052086853573,1.1021262906177542,1.0360290097809088,1.1060456374688177,0.946025281952392,1.0169843373072704,0.8999993464349062,1.0391053649897493,0.9905147955039696,1.0800200535449564,1.0814796388987007,1.0545417333433682,1.0228402370917908,0.9435390080358768,1.0913232674376758,0.9869374518891452,0.996055605966098,1.0231223263716018,0.963501890446878,1.0569027089249192
1.1642181513454222,1.0944713914783482,0.9734041707611846,1.0052399950518969,1.1019216486383252,1.0123216853707495,1.0112941837877099,1.0934873130419898,1.1007697781258678,1.0474050989492494,1.1219491635834316,1.064538243486903,1.0656052081039866,1.066676062516994,0.9634166300267052,1.1609352177962748,1.0645052086853573,1.0999881656139558,1.015401672196171,1.0908928122354946,0.9079288438481692,0.999990529030866,0.8999993464349062,1.0566246814434763,0.9937141582934476,1.1200239963282617,1.096295909951613,1.033767261196504,1.0279851234843629,0.9451996366900199,1.0854737747242098,0.9710181507901734,0.9999800650536044,1.0250457963451804,0.9497334484323922,1.061849013602688
1.1540894534287172,1.0829466077260812,0.9581898635721872,0.9870149939416056,1.0828143272509363,1.0123216853707495,0.994344893267428,1.0878230487604323,1.1162686166018805,1.0374338024072525,1.0975579887671278,1.0549999808252604,1.0457210149207663,1.0692360850670348,0.9695150572947744,1.1781751057805498,1.0580543071207242,1.0856993193426303,1.0245707492961025,1.0908928122354946,0.9015824212296706,0.9902806209939762,0.9333353222268552,1.0350589716952152,0.971345652590262,1.2400233672948715,1.0740739918568938,1.0259726560470823,1.0177052722495192,0.9368913318835148,1.0796230710784462,0.9763199098934876,0.9960601431985944,1.0308270546365674,0.9451462358764636,1.0569007971992994
1.1237138190144729,1.0529923045563778,0.950581836055424,0.9948321526936232,1.0700804307624656,1.0123216853707495,0.994344893267428,1.0906513886872091,1.1395204918856974,1.0324437458176736,1.0813031549534866,1.0486488809406922,1.043734144992417,1.0615482776154028,0.957318557874006,1.183924600296759,1.0645084383941603,1.0685561270902104,1.0314456190238792,1.0757403110735435,0.8920617108614852,0.9854282459511056,0.9333353222268552,1.031011891115887,0.9777371069843059,1.2000202134659392,1.0333343653457618,1.0129838422215265,1.0177052722495192,0.9103117247979796,1.0640333139320737,0.9736643197385774,0.9901734277522906,1.0250441148600562,0.923738673633862,1.0583910273233503
1.1237138190144729,1.073725723033093,0.9544316924914488,0.9922256924535658,1.0668915910787935,1.0123216853707495,0.9999927722611868,1.0906513886872091,1.1162628786463102,1.0419215794042798,1.0731717552282365,1.0518262870499426,1.043734144992417,1.0589793307835735,0.9512204386603486,1.1724286924278775,1.0838612018041662,1.0928871501040545,1.0337354282981124,1.0605938874936285,0.9269859268417124,0.995134714173724,0.9333353222268552,1.055271600913844,1.0160839563202306,1.170019708129291,1.0333343653457618,1.0337601408254895,1.0177052722495192,0.9302475515710552,1.0679276758610647,0.9736643197385774,0.9940945145261896,1.0250441148600562,0.9114991362082132,1.045912597111208
1.1058917178449037,1.094459366744862,0.9390367092915616,0.9922256924535658,1.0541529054813128,1.0123216853707495,0.9773929356080842,1.0934870822977958,1.0852530958775155,1.0469644798485964,1.0650371133236065,1.0422967408892705,1.0457172398679024,1.06154206076407,0.9573177616721614,1.1724286924278775,1.0967591501056355,1.0778599517901235,1.0360303209489343,1.0302927201279353,0.9269859268417124,0.995134714173724,0.9333353222268552,1.0512299106823442,0.9777369478087052,1.1300167343083505,1.0185163505467036,1.0285603273171375,1.0279840954992394,0.9202846002937292,1.0581881754572118,0.9710159527888884,0.9940945145261896,1.0404607783475517,0.9099678176593834,1.0534013313065242
1.0957506907922656,1.1174977364148413,0.9467368103077524,1.0000345086531757,1.06051998903042,1.0123216853707495,0.9802176011919916,1.0963192138409474,1.1085100697221708,1.0469644798485964,1.0731633464982655,1.0581813432204226,1.055662010819046,1.0666693089175605,0.9573177616721614,1.1666837918349808,1.1290148367102424,1.075715010486061,1.0337406939396372,1.0302927201279353,0.9333357804405782,1.0194060498524211,0.9333353222268552,1.0337059080712694,0.9521789039929855,1.1300167343083505,1.009258036920234,1.0259580696890251,1.0356939762154838,0.936895737329031,1.0679340885531727,0.981629157152871,0.9925238451932382,1.0520202975949926,0.9222068848069019,1.0608910147721136
1.1058973421890022,1.1174977364148413,0.9428835914897998,1.0130549579558399,1.0541462638963472,1.0246720099322726,0.9943425368251682,1.1048156877482147,1.0852535284593998,1.0469644798485964,1.0406464970993683,1.0486471293180066,1.0457176746771306,1.076930667669347,0.9512196475303096,1.1695538339628948,1.1419194762938405,1.0842992162697402,1.0268663183249385,1.1515066586509868,0.9269890971335822,1.036399548703461,0.9333353222268552,1.0552690133136362,0.9649571448845714,1.1200160862097213,1.0037071177171728,1.0207667218563987,1.0331254551544693,0.936895737329031,1.0640361291299536,0.960406334775226,0.9964542396202034,1.0539454947395914,0.9267994750932405,1.0658878114516903
1.1363316370460437,1.148374198871983,0.9582808805388282,1.002640752988054,1.079624979094722,1.012324712212589,1.0112960770780373,1.1274754575039303,1.069745255537715,1.0494876642450317,1.0569118018490316,1.0613567325253408,1.0735546791770358,1.0821107041808369,0.9878035551743254,1.1609342222065884,1.1483713213349007,1.105052703269143,1.0314461421046677,1.1515066586509868,0.9174689191060204,1.019412960100211,1.0000034642935192,1.0700955429506926,0.9713451611837072,1.1200160862097213,1.0037071177171728,1.036353829699146,1.0434050534332562,0.9335697574615128,1.0737827000727842,0.9710188247744922,0.9944912247681515,1.0751403386388048,0.9359747898966636,1.073381002766196
1.1566265200836858,1.1692171905815096,0.9929131515615016,1.0130581904115998,1.0955494475363692,1.0246750737015822,1.0423732055266453,1.1331466590551753,1.0852458642904563,1.0494876642450317,1.1138265023786018,1.0867762262693226,1.0695825268640808,1.0846969487638287,1.0000029290807284,1.212653841805892,1.1935367654030025,1.106489271783393,1.0383258878725057,1.1211990033952928,0.9333411314065546,1.0242653657902885,0.9666733488286162,1.0566230400649437,1.0671975016893156,1.140019573509427,1.0185218347746785,1.0545314758720687,1.027983526743513,0.9402167741346388,1.0776805312740485,0.9657170619912234,0.9748400781667328,1.1021156097352525,0.9696230835934486,1.080873202165504
1.118585073838133,1.1831074908056178,0.9852180746368998,0.996910042856439,1.089184305246183,1.0123277390634782,1.053672531074554,1.1274809257598994,1.054240389947678,1.0520064346392195,1.105695568911238,1.083602839688616,1.073561373864015,1.087289374471374,1.0122029648155133,1.224149800226212,1.2064388978370089,1.1057700537567337,1.0268627700703932,1.1211990033952928,0.9269944117129899,1.0024177855379817,0.9666733488286162,1.0593174288171092,1.0352456084887376,1.1500175451691046,1.0000051078184746,1.057125623302714,1.03312344437723,0.9352336252317252,1.0835215597535537,0.9551038314799398,0.9689422956938242,1.1117481001643386,0.95433212756518,1.080873202165504
1.1312698285754577,1.17384375915261,0.9813658719650696,1.0048255085967193,1.089184305246183,1.0493688110358108,1.0762738068661033,1.1274809257598994,1.1317586858205309,1.0570560655254877,1.105695568911238,1.1026742496671358,1.083502552185996,1.1002281180275837,1.0397652515474398,1.224149800226212,1.2322446258617423,1.1150695799088275,1.031442578024907,1.090892994333518,0.9301647326010484,0.9927043571961186,0.9666733488286162,1.0727919465116629,1.0480308917535737,1.130018740058614,0.9944450794190041,1.0986812315547436,1.0382683991302288,0.9402184204542104,1.0815712209459971,0.965715035047682,0.9709092485540826,1.1406535507686113,0.9665666654405656,1.0783763850685015
1.1338038729914668,1.1761562313581406,0.9621212872158345,1.0127334853493757,1.1019277616175631,1.0493688110358108,1.073453969492114,1.132441841833243,1.1162535918247896,1.0620982229580442,1.0894307870925537,1.1312776197035013,1.0815197425154957,1.1002281180275837,1.0397652515474398,1.2643753626616452,1.2580478283272871,1.127234989025633,1.0383223000203332,1.0605879869509327,0.9238117074773832,1.0048352044410551,0.9666733488286162,1.080880797788361,1.03524491487418,1.1350134228896729,0.9907457437235652,1.1246540558686982,1.0536866848573128,0.9402184204542104,1.0913161776467208,0.965715035047682,0.9827057959240147,1.1560637802394953,0.9665666654405656,1.068390619742767
1.1236563283281928,1.1437413656219102,0.9698182575135612,1.0127334853493757,1.1019277616175631,1.012336585694357,1.062150499193362,1.1246506419614302,1.1162535918247896,1.0646260167286845,1.0975579407642642,1.112215591811497,1.0815197425154957,1.0898749714369438,1.0459206618366006,1.252882190615051,1.2064301259310188,1.124371812153508,1.0337329154542434,1.0605879869509327,0.9174651210470136,1.0072669056358026,0.9666733488286162,1.062008619058976,1.0128836247128978,1.1450128911453312,0.9611125385287934,1.1210214232682418,1.06397066690152,0.9302521051973958,1.0835241801383233,0.96041325950527,0.9787749727403188,1.1344800694624235,0.9573939477855348,1.0658905856925691
1.1261957916302148,1.1252241929124915,0.9852092732603014,1.0127334853493757,1.0987431903864886,1.012336585694357,1.0960437216226224,1.1359871204324017,1.085244067043897,1.0646260167286845,1.0975579407642642,1.1439915912695515,1.1053780680353875,1.1028226860976145,1.0459206618366006,1.252882190615051,1.2386900674984145,1.1708870740222983,1.0429021264143226,1.0605879869509327,0.9333923155483896,1.0145494453635495,0.9666733488286162,1.0862648959182832,1.0544219821623737,1.140009184811026,0.9888886908922756,1.157521880809856,1.06397066690152,0.9269311051818412,1.091314718993518,0.9657147406977392,1.0141479002551541,1.1538342994474529,0.9726835291316696,1.0758779804805083
1.0551778850100135,1.1252241929124915,0.9775147888361384,1.0048240368287968,1.1035227232646698,1.037027475019442,1.081915718050907,1.153117806208522,1.0387305063303955,1.0570565257497435,1.089425036423201,1.1249212514430884,1.10139870699046,1.1105865578077416,1.039770648345001,1.2643711203029906,1.2064345781407555,1.1751842295839603,1.036029401401252,1.0605879869509327,0.9302094477523696,1.031543148573389,0.9666733488286162,1.0754782855018148,1.0224729961028538,1.130011304260233,0.9722259164507406,1.1210252159079208,1.0613958578876184,0.930249518538392,1.0971641658873232,0.9736722301610886,1.0220075464821312,1.142215188052017,0.9788017085299078,1.0758779804805083
0.9968370997478101,1.1020670790223523,0.9813661971041528,0.996916071658954,1.1035227232646698,1.0493681019721737,1.0762681180026812,1.1588257393492545,1.1162509640178329,1.0520143661219172,1.097552147194918,1.1439886666550487,1.0815184603292822,1.1079988911280496,1.0520711351149228,1.309483881875401,1.2386946387602396,1.170894807145979,1.0497775115578467,1.0605879869509327,0.9206561967239528,1.0291190221742417,1.000004245896227,1.086265332705398,1.019272655625052,1.1400119043029364,0.9592661449844524,1.126237983161893,1.0588272799115304,0.92692852775721,1.0874213480942438,0.9816271322815048,1.0259422755360874,1.1305988595895282,0.9788017085299078,1.0783740173952232
1.0298124710074676,1.120592826620718,0.9775192416115044,0.9995578992488504,1.095555289202699,1.0864003022907716,1.0960391633303903,1.1545496723710555,1.1317556899080403,1.0545392006006098,1.1056850086056325,1.1376280896684468,1.0675993177448444,1.1079988911280496,1.039761902834078,1.3034471611799556,1.1677298229056654,1.1680378238165428,1.0451899838323389,1.0605879869509327,0.8983579036392986,1.014556988010476,0.9333339628223256,1.094347146780726,1.0224629790371584,1.1300139999021996,0.9537119940049924,1.1366669468859718,1.0665355425092862,0.9352338073659148,1.0835283796680664,0.9763165294958616,1.0220129166207843,1.1364101377278182,0.9879730805388331,1.0783740173952232
1.0171251813646556,1.1113367298728312,0.9659747393680728,0.9916414006867996,1.0796368708505837,1.0493649159856793,1.0847389995564545,1.1359960591360527,1.1007455840045604,1.0469676091402975,1.0975582237923809,1.1153874605154286,1.0755529326620434,1.095057464079674,1.0274615195235508,1.2612024386861131,1.1161161647332352,1.1265257595581029,1.0268573515159196,1.0302869881637446,0.8951687330813791,1.016981779211821,1.0000020077867242,1.086796151467939,0.9841206173232652,1.1300139999021996,0.9370411083497848,1.1053858725076702,1.0613948411943914,0.9352338073659148,1.0679364062846428,0.9604025700650792,1.0062943579631567,1.120920867550588,0.9787948106206272,1.0733811456946831
1.012049726709646,1.1020792949129905,0.9582759206953092,0.9969169329384532,1.070082084543556,1.0370243845736875,1.0847389995564545,1.1317133539931097,1.0929963350931682,1.0494908010783257,1.0975582237923809,1.1090297519904906,1.0735631597366186,1.0898778422745772,1.009008310632908,1.2551738910291934,1.1483719218940254,1.1193723209849091,1.0176875153668823,1.0908884688075362,0.8935753327364941,0.9999880136811916,1.0000020077867242,1.092219264263764,0.9777336745168372,1.1400146238013342,0.9259278008047565,1.097559740530316,1.051109925183218,0.9302490111726543,1.0718343741675818,0.9444886994791007,0.9984351990274644,1.1325336077384123,0.9787948106206272,1.0758821237641518
1.0018988679507483,1.0766102424075512,0.9505809650521256,1.010106143961229,1.0828160613496245,1.0246837943972609,1.0819186781576071,1.1331393128191412,1.0852469910773577,1.0494908010783257,1.0894253173540795,1.1026750115115849,1.0775353434276442,1.1028255910407991,1.0213182120226294,1.2672486638608942,1.1354642214919366,1.1100703369975242,1.0176875153668823,1.0605835871440628,0.8935753327364941,1.0048379555475453,1.0000020077867242,1.0854475048253287,0.9713392962854971,1.1600104803028095,0.9333352232111946,1.102773149297835,1.051109925183218,0.9302490111726543,1.0737851127285667,0.9444886994791007,1.0062928840438106,1.1383435051461102,0.969623503245112,1.0758821237641518
1.0044336720866636,1.0904985145346084,0.9467311121436648,1.0074697669254904,1.0844078009598084,0.987651722067744,1.096037716907564,1.155972069972447,1.1162524976124375,1.0494908010783257,1.0812982044866182,1.1312784013101955,1.0894636596793879,1.1028255910407991,1.0336250964775022,1.2672486638608942,1.1612733232464485,1.13440307878451,1.0131079215477317,1.0605835871440628,0.9015370889511762,1.0145446901981343,0.9333318739275832,1.1017075084476122,0.9905135339941727,1.2200062223440709,0.937040564047343,1.1262401619148932,1.0613897802515098,0.9368909891124272,1.0737851127285667,0.9418346862335644,1.0062928840438106,1.148019424939852,0.9665691892098901,1.0808742168184176
1.0018924548962842,1.0928103713854218,0.94287791651724,1.0101093377148354,1.0764482477007633,0.987651722067744,1.101682311149638,1.138852123616155,1.0697382560369275,1.0469720231557378,1.073166841988879,1.0836176422629973,1.0596450393139631,1.0950616988798718,1.0151645522544142,1.249139680454322,1.135469830003912,1.1093554588049481,0.990191420362322,1.0605835871440628,0.904719514875174,1.0184303963615935,0.9333318739275832,1.09628710750605,0.977735909405648,1.180002218313409,0.9429626604121224,1.115811178015561,1.0639583435197184,0.93024843199962,1.0640458817561185,0.9338761831348908,0.9984337366194284,1.1383416211876092,0.9589236269232396,1.0758805779367164
